,id,text,predictions,prompt,output,questions,question
102,102,Why did my card payment not work?,declined_card_payment;reverted_card_payment?,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined card payment Option 2: reverted card payment? Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined card payment Option 2: reverted card payment? Question: Option 1: declined card payment Option 2: reverted card payment? Question: I understand you had an issue with your card payment. Was it declined or reverted? **END** Option 1: declined card payment Option 2: revert,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: declined card payment Option 2: reverted card payment? ; I understand you had an issue with your card payment. Was it declined or reverted?,Option 1: declined card payment Option 2: reverted card payment?
103,103,How do I verify my ID?,unable_to_verify_identity;verify_my_identity,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: unable to verify identity Option 2: verify my identity Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: unable to verify identity Option 2: verify my identity Question: Option 1: I'm unable to verify your identity Option 2: I need to verify your identity Question: I'm unable to verify your identity. Do you need to verify it? **END** Set 4: Option 1: card expired Option,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I'm unable to verify your identity Option 2: I need to verify your identity ; I'm unable to verify your identity. Do you need to verify it?,Option 1: I'm unable to verify your identity Option 2: I need to verify your identity
104,104,I don't see a money transfer yet,pending_transfer;transfer_not_received_by_recipient,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: pending transfer Option 2: transfer not received by recipient Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: pending transfer Option 2: transfer not received by recipient Question: I understand you have a pending transfer. Is the transfer not received by the recipient or is it still pending? **END** Set 4: Option 1: transfer rejected Option 2: transfer cancelled Question: I understand you have a rejected or cancelled transfer,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you have a pending transfer. Is the transfer not received by the recipient or is it still pending? ; I understand you have a rejected or cancelled transfer,I understand you have a pending transfer. Is the transfer not received by the recipient or is it still pending?
105,105,How do I make an exchange from one currency to another?,exchange_via_app;fiat_currency_support,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: exchange via app Option 2: fiat currency support Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: exchange via app Option 2: fiat currency support Question: Option 1: I'm sorry, I didn't understand your question. Can you please repeat it? Option 2: I'm sorry, I didn't understand your question. Can you please repeat it? Question: Option 1: I'm sorry","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I'm sorry, I didn't understand your question. Can you please repeat it? Option 2: I'm sorry, I didn't understand your question. Can you please repeat it? ; Option 1: I'm sorry","Option 1: I'm sorry, I didn't understand your question. Can you please repeat it? Option 2: I'm sorry, I didn't understand your question. Can you please repeat it?"
106,106,How can I pay for top-ups?,top_up_by_bank_transfer_charge;top_up_by_card_charge,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: top up by bank transfer charge Option 2: top up by card charge Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: top up by bank transfer charge Option 2: top up by card charge Question: Option 1: I'm sorry, I didn't understand your message. Could you please repeat it? Option 2: I'm sorry, I didn't understand your message. Could you please repeat it? Option 3: I'm sorry, I didn't understand","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I'm sorry, I didn't understand your message. Could you please repeat it? Option 2: I'm sorry, I didn't understand your message. Could you please repeat it? Option 3: I'm sorry, I didn't understand","Option 1: I'm sorry, I didn't understand your message. Could you please repeat it? Option 2: I'm sorry, I didn't understand your message. Could you please repeat it? Option 3: I'm sorry, I didn't understand"
107,107,I have a fee and I don't know why,card_payment_fee_charged;transfer_fee_charged,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card payment fee charged Option 2: transfer fee charged Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card payment fee charged Option 2: transfer fee charged Question: I understand you are facing issues with your card payment or transfer. Was your card payment fee charged or transfer fee charged? **END** Set 4: Option 1: card payment blocked Option 2: transfer blocked Question: I understand you are facing issues with your card payment,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are facing issues with your card payment or transfer. Was your card payment fee charged or transfer fee charged? ; I understand you are facing issues with your card payment,I understand you are facing issues with your card payment or transfer. Was your card payment fee charged or transfer fee charged?
108,108,"i know i entered the right info, but my top up isn't in my balance",pending_top_up;top_up_reverted;topping_up_by_card,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: pending top up Option 2: top up reverted Option 3: topping up by card Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: pending top up Option 2: top up reverted Option 3: topping up by card Question: I understand you are having issues with your top up. Was your top up reverted, pending or you are trying to top up by card? **END** Set 4: Option 1: card expired","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you are having issues with your top up. Was your top up reverted, pending or you are trying to top up by card?","I understand you are having issues with your top up. Was your top up reverted, pending or you are trying to top up by card?"
109,109,Why has my payment not transferred?,pending_card_payment;pending_transfer;transfer_not_received_by_recipient,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: pending card payment Option 2: pending transfer Option 3: transfer not received by recipient Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: pending card payment Option 2: pending transfer Option 3: transfer not received by recipient Question: I understand you have a pending card payment or transfer. Was it not received by the recipient, pending or not processed yet? **END** Set 4: Option 1: card payment failed Option 2","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you have a pending card payment or transfer. Was it not received by the recipient, pending or not processed yet?","I understand you have a pending card payment or transfer. Was it not received by the recipient, pending or not processed yet?"
110,110,"I made a big purchase that I regretted and cancelled, the merchant said that my refund was submitted. Can you confirm to me that all of my money was truly returned to me?",Refund_not_showing_up;request_refund;reverted_card_payment?,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: Refund not showing up Option 2: request refund Option 3: reverted card payment? Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: Refund not showing up Option 2: request refund Option 3: reverted card payment? Question: I understand you are having issues with your refund. Was your refund not showing up, or did you request it? **END** Set 4: Option 1: card expired Option","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you are having issues with your refund. Was your refund not showing up, or did you request it?","I understand you are having issues with your refund. Was your refund not showing up, or did you request it?"
111,111,What currencies and methods can i use to top up my account?,fiat_currency_support;supported_cards_and_currencies;top_up_by_cash_or_cheque,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: fiat currency support Option 2: supported cards and currencies Option 3: top up by cash or cheque Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: fiat currency support Option 2: supported cards and currencies Option 3: top up by cash or cheque Question: I understand you are looking for support with your fiat currency. Do you need help with topping up your account with cash or cheque? **END**","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you are looking for support with your fiat currency. Do you need help with topping up your account with cash or cheque?",I understand you are looking for support with your fiat currency. Do you need help with topping up your account with cash or cheque?
112,112,Please help! The app won't let me cancel a money transfer. I accidently sent money to an account that wasn't mine. I need this cancelled immediately.,beneficiary_not_allowed;cancel_transfer,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: beneficiary not allowed Option 2: cancel transfer Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: beneficiary not allowed Option 2: cancel transfer Question: I understand you are trying to send money to someone who is not allowed to receive it. Is that correct? **END** Option 1: cancel transfer Option 2: beneficiary not allowed Question: I understand you are trying to send money to someone who is not allowed,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are trying to send money to someone who is not allowed to receive it. Is that correct? ; I understand you are trying to send money to someone who is not allowed,I understand you are trying to send money to someone who is not allowed to receive it. Is that correct?
113,113,Why is my disposable card not working?,disposable_card_limits;get_disposable_virtual_card;virtual_card_not_working,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: disposable card limits Option 2: get disposable virtual card Option 3: virtual card not working Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: disposable card limits Option 2: get disposable virtual card Option 3: virtual card not working Question: I understand you need a disposable card. Do you need a new card or help with your current card? **END** Set 4: Option 1: card expired Option 2: card blocked","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you need a disposable card. Do you need a new card or help with your current card?",I understand you need a disposable card. Do you need a new card or help with your current card?
114,114,Is there any way to verify who I am?,unable_to_verify_identity;verify_my_identity,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: unable to verify identity Option 2: verify my identity Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: unable to verify identity Option 2: verify my identity Question: Option 1: I'm unable to verify your identity Option 2: I need to verify your identity Question: I'm unable to verify your identity. Do you need to verify it? **END** Set 4: Option 1: card expired Option,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I'm unable to verify your identity Option 2: I need to verify your identity ; I'm unable to verify your identity. Do you need to verify it?,Option 1: I'm unable to verify your identity Option 2: I need to verify your identity
115,115,My PIN tries have run out. Now what?,get_physical_card;pin_blocked,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: get physical card Option 2: pin blocked Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: get physical card Option 2: pin blocked Question: I understand you need a physical card. Is your pin blocked or do you need a new card? **END** Set 4: Option 1: card expired Option 2: card blocked Question: I understand your card is expired or blocked. Which one is it,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you need a physical card. Is your pin blocked or do you need a new card? ; I understand your card is expired or blocked. Which one is it,I understand you need a physical card. Is your pin blocked or do you need a new card?
116,116,Why wasn't my card payment accepted?,declined_card_payment;reverted_card_payment?,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined card payment Option 2: reverted card payment? Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined card payment Option 2: reverted card payment? Question: Option 1: declined card payment Option 2: reverted card payment? Question: I understand you had an issue with your card payment. Was it declined or reverted? **END** Option 1: declined card payment Option 2: revert,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: declined card payment Option 2: reverted card payment? ; I understand you had an issue with your card payment. Was it declined or reverted?,Option 1: declined card payment Option 2: reverted card payment?
117,117,Can I exchange currency to Europe?,exchange_via_app;fiat_currency_support,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: exchange via app Option 2: fiat currency support Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: exchange via app Option 2: fiat currency support Question: Option 1: I'm sorry, I didn't understand your question. Can you please repeat it? Option 2: I'm sorry, I didn't understand your question. Can you please repeat it? Question: Option 1: I'm sorry","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I'm sorry, I didn't understand your question. Can you please repeat it? Option 2: I'm sorry, I didn't understand your question. Can you please repeat it? ; Option 1: I'm sorry","Option 1: I'm sorry, I didn't understand your question. Can you please repeat it? Option 2: I'm sorry, I didn't understand your question. Can you please repeat it?"
118,118,Money that I have transferred hasn't arrived yet,balance_not_updated_after_bank_transfer;transfer_not_received_by_recipient,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: balance not updated after bank transfer Option 2: transfer not received by recipient Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: balance not updated after bank transfer Option 2: transfer not received by recipient Question: I understand you are having issues with your bank transfer. Was the transfer not received by the recipient or was the balance not updated after the transfer? **END** Set 4: Option 1: card expired Option 2: card blocked Question: I understand you,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are having issues with your bank transfer. Was the transfer not received by the recipient or was the balance not updated after the transfer? ; I understand you,I understand you are having issues with your bank transfer. Was the transfer not received by the recipient or was the balance not updated after the transfer?
119,119,A transfer to my account was denied.,beneficiary_not_allowed;declined_transfer,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: beneficiary not allowed Option 2: declined transfer Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: beneficiary not allowed Option 2: declined transfer Question: I understand this was about a transfer. Was the transfer declined or the beneficiary not allowed? **END** Set 4: Option 1: card expired Option 2: card not working Question: I understand this was about your card. Was,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand this was about a transfer. Was the transfer declined or the beneficiary not allowed? ; I understand this was about your card. Was,I understand this was about a transfer. Was the transfer declined or the beneficiary not allowed?
120,120,Is there a fee for european bank cards?,order_physical_card;top_up_by_card_charge,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: order physical card Option 2: top up by card charge Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: order physical card Option 2: top up by card charge Question: Option 1: I need to order a new card Option 2: I need to top up my card with more money Question: **END** Set 4: Option 1: cancel card Option 2: cancel order Question: I need to cancel my card,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I need to order a new card Option 2: I need to top up my card with more money ; ; I need to cancel my card,Option 1: I need to order a new card Option 2: I need to top up my card with more money
121,121,Are there any places that I can't use the disposable cards at?,disposable_card_limits;get_disposable_virtual_card,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: disposable card limits Option 2: get disposable virtual card Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: disposable card limits Option 2: get disposable virtual card Question: Option 1: I'm sorry, I'm not sure what you mean by disposable card limits. Can you please clarify? **END** Option 2: I'm sorry, I'm not sure what you mean by get disposable virtual card. Can you please","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I'm sorry, I'm not sure what you mean by disposable card limits. Can you please clarify?","Option 1: I'm sorry, I'm not sure what you mean by disposable card limits. Can you please clarify?"
122,122,who can put money in my account?,receiving_money;top_up_by_cash_or_cheque;topping_up_by_card,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: receiving money Option 2: top up by cash or cheque Option 3: topping up by card Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: receiving money Option 2: top up by cash or cheque Option 3: topping up by card Question: Option 1: I'm trying to receive money. Can you help me with that? Option 2: I'd like to top up my account with cash or cheque. Option 3: I","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; Option 1: I'm trying to receive money. Can you help me with that? Option 2: I'd like to top up my account with cash or cheque. Option 3: I",Option 1: I'm trying to receive money. Can you help me with that? Option 2: I'd like to top up my account with cash or cheque. Option 3: I
123,123,I have money in a foreign account that I want to send to this account.,transfer_into_account;transfer_timing,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: transfer into account Option 2: transfer timing Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: transfer into account Option 2: transfer timing Question: I understand you are trying to transfer money into your account. Is the transfer timing the issue or the transfer itself? **END** Set 4: Option 1: card expired Option 2: card blocked Question: I understand you are having issues with your card. Is,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are trying to transfer money into your account. Is the transfer timing the issue or the transfer itself? ; I understand you are having issues with your card. Is,I understand you are trying to transfer money into your account. Is the transfer timing the issue or the transfer itself?
124,124,When will I get my card?,card_arrival;card_delivery_estimate,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card arrival Option 2: card delivery estimate Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card arrival Option 2: card delivery estimate Question: I'm sorry, I didn't understand your question. Could you please repeat it? **END** Option 1: card expiration Option 2: card expiration date Question: I'm sorry, I didn't understand your question. Could you please repeat it?","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I'm sorry, I didn't understand your question. Could you please repeat it? ; I'm sorry, I didn't understand your question. Could you please repeat it?","I'm sorry, I didn't understand your question. Could you please repeat it?"
125,125,I haven't received my cash yet.,balance_not_updated_after_cheque_or_cash_deposit;transfer_not_received_by_recipient;wrong_amount_of_cash_received,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: balance not updated after cheque or cash deposit Option 2: transfer not received by recipient Option 3: wrong amount of cash received Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: balance not updated after cheque or cash deposit Option 2: transfer not received by recipient Option 3: wrong amount of cash received Question: I understand you had a problem with your cheque or cash deposit. Was the balance not updated, the transfer not received or the wrong amount of cash received? **END** Set 4:","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you had a problem with your cheque or cash deposit. Was the balance not updated, the transfer not received or the wrong amount of cash received?","I understand you had a problem with your cheque or cash deposit. Was the balance not updated, the transfer not received or the wrong amount of cash received?"
